"﻿""path""",dataset_type,defect_type,label,round,split
/app/data/dataset_type/MVTec/defect_type/tile/normal/030.png,MVTec,tile,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10183_png.rf.2959011df49dc0b4d5805bcdbe6b5040.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_182.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_112.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10783_png.rf.6a06432f8db84846d5b1656dc8078100.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20254_png.rf.b93d8929d86c76899b8dda13c48d330b.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11995_png.rf.2e4eaa277ccb3c6e6eba148e47e6a1a7.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11502_png.rf.5cf2a1363549300e0ef90a14aefeaec1.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_35.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_67.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_117.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/259.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11742_png.rf.e770242b47b080d195707790fe1aa3ce.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_142.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/240.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11809_png.rf.2dbcbd6b7e04da5dbe8e791688804e31.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20414_png.rf.2998ad92b2343821484b82758e8f9233.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20198_png.rf.d0e2851dde54253e42609de8f868a3f0.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11346_png.rf.8ba5bf751cfcb3503f7b51e654a6f210.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10137_png.rf.5f5e865ed91769686c6b6351ef2e5284.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20489_png.rf.610745a036c784ce486e47124fde704f.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_163.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/anomaly/gray_stroke/011.png,MVTec,tile,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_132.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20788_png.rf.1118c78c291bffb03bfc437e60f1947f.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_228.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/anomaly/rough/002.png,MVTec,tile,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/20848_png.rf.e1ea60aac05091ddb10029cb4c156e50.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20764_png.rf.5777198ad9bf931c5437aab92b50bf32.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12114_png.rf.dcea600430a71b6e2c7b34e6eca80856.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/080.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/20535_png.rf.22ff26fe46cad6877141200aca333039.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_179.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_46.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20897_png.rf.f6567056e19023a34cbf8b24692c1779.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11606_png.rf.e97e530105ead8d2c5b4c138eff457c3.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_211.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_79.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11846_png.rf.69c4073ab0da68dc395743e177a1cc96.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_196.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/001.png,MVTec,metal_nut,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_109.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/258.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11497_png.rf.e4c248b7fb7d210b21c9bc3c4f3eeed2.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20947_png.rf.45d38f340d170bf0cbcd0a1d6ee08623.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_148.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20023_png.rf.1cbd0ca44c62af54b64700bca20605b3.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/normal/131.png,MVTec,tile,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10004_png.rf.bc8d60fecf343b03c2eeb5ea442b173d.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_52.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12082_png.rf.455f2fd2f6e77fe8a7fa9491f21737a7.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20999_png.rf.29daf09594889326bd9574b4838fe8d8.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_51.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10380_png.rf.d264bce1ebe495f0ada94a739b4b5b18.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_146.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_104.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_48.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12276_png.rf.ffdc209ae83a5db5250660c5409b3beb.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/11574_png.rf.20be1a23d7b1e220f9d421d7b73c1d63.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_43.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/004.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11954_png.rf.622bbab83ae5783ebf66f5e609af6e9a.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10784_png.rf.f92b61bb65489e64e7ac3a75a2bab48a.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_149.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/045.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_20.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_258.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20385_png.rf.edd6f54f1e5a72e30be3f80529b4aa2a.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11594_png.rf.f7890fa1e8f79808b56c36d7878e4941.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12186_png.rf.dc0b7f457b3788cfccfad4987cdb27c0.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11131_png.rf.b3b20abc1930f53e0dd3c1d9ab9ce36c.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_85.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_113.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_156.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20134_png.rf.6cba9506ca6a18e61de19bfb116d9110.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11285_png.rf.9a57a00fc774ff798bef665600d364ca.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_183.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_68.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_29.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_49.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11671_png.rf.267f4437b4f50077ceb2d052b9b6d9d1.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/normal/169.png,MVTec,tile,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_240.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_124.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_241.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11112_png.rf.c1d39944d93ade54c734457d2d0689dc.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_5.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11223_png.rf.fe657af6dd3f2494736b3e4188f1ea3f.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/000.png,MVTec,metal_nut,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_153.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/026.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_104.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/119.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/050.png,MVTec,metal_nut,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_47.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_69.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/009.png,MVTec,metal_nut,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/normal/223.png,MVTec,tile,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/106.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10722_png.rf.d86dd8dccf83f2ae10a6b8337d1c1fb9.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/12191_png.rf.cae06d0a182cc05019e1b11632390145.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10111_png.rf.6bec9de987ac58ba142a15b8aa1d4844.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11736_png.rf.cd777a293aac61d097eafda45dad71a1.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10381_png.rf.8bf8454cd279dba43d7e5724f8b5e6bc.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Patches/anomaly/Pa_191.bmp,NEU,Patches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_192.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/251.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11633_png.rf.0c3a074256d279f9991680d817b9c3b4.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11442_png.rf.bcb86337cb1c6c87bde6e8d45076af4b.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_128.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10262_png.rf.673f9d8b79d352d14f4749c6e332ec4b.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_293.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_9.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11794_png.rf.711666231c80bfe8f896ce9115f35ff4.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/003.png,MVTec,metal_nut,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10662_png.rf.e4759d4200bf7d7bf680ac9bcad01296.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/anomaly/glue_strip/013.png,MVTec,tile,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/068.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11073_png.rf.30e02645c609a5280934b55a0e0f6a03.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_177.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10342_png.rf.de10072a95601b2549f1af2aa9e5133e.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/anomaly/broken/008.png,MVTec,grid,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/10396_png.rf.c25f50e44ffa5763db13b62e631b4d66.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_13.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_37.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_261.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12209_png.rf.fffb8c9251e500413a8e8baf2eccdc55.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11235_png.rf.5acb75cdd2f33cc68a8cd11726334139.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_261.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10130_png.rf.4ce9abfda4fdfedb0b2fd82b3760df2b.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10473_png.rf.02fe34abd6346b8aadcc219b52073b76.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11340_png.rf.0608e0dfc76282e4999e068ab4276f35.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20413_png.rf.4568f798d13fcf76d62afcdfdcaa5109.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10272_png.rf.891acceff6ba98f04638db6515dd1cf3.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/normal/208.png,MVTec,grid,normal,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/tile/anomaly/glue_strip/010.png,MVTec,tile,anomaly,3,train_gate_mix
